name,serving_size,calories,protein,carbohydrate,total_fat
"Pasta, as purchased, plain, fresh-refrigerated",100 g,288,11.31 g,54.73 g,2.3g
"Cheese, low fat, American, pasteurized process",100 g,180,24.60 g,3.50 g,7g
"MOTHER'S, Old Fashioned Chocolate Chip Cookies",100 g,500,5.40 g,66.00 g,24g
"Candies, crispy bar with peanut butter filling",100 g,542,9.53 g,55.53 g,31g
"KELLOGG'S, Buttermilk, FIBERPLUS Waffles, EGGO",100 g,227,4.70 g,41.80 g,7.9g
"Pancakes, prepared, incomplete, dry mix, plain",100 g,218,7.80 g,28.90 g,7.7g
"Babyfood, strained, pears and pineapple, fruit",100 g,41,0.30 g,10.90 g,0.1g
"Babyfood, strained, apple and raspberry, fruit",100 g,58,0.20 g,15.60 g,0.2g
"Egg, glucose reduced, stabilized, dried, whole",100 g,615,48.17 g,2.38 g,44g
"Pork, raw or unheated, breakfast strips, cured",100 g,388,11.74 g,0.70 g,37g
"CAMPBELL'S CHUNKY Soups, Savory Pot Roast Soup",100 g,49,2.86 g,8.16 g,0.4g
"CAMPBELL'S CHUNKY Soups, Savory Vegetable Soup",100 g,44,1.22 g,8.98 g,0.4g
"Cereals ready-to-eat, fortified, puffed, wheat",100 g,364,14.70 g,79.60 g,1.2g
"OLIVE GARDEN, chicken parmigiana without pasta",100 g,211,15.33 g,12.28 g,11g
"Puddings, with no added salt, dry mix, tapioca",100 g,369,0.10 g,94.30 g,0.1g
"Beverages, lemon, ready-to-drink, tea, ARIZONA",100 g,39,0.00 g,9.77 g,0g
"Chicken, pan-browned, cooked, crumbles, ground",100 g,189,23.28 g,0.00 g,11g
"Milk, with added vitamin A, evaporated, canned",100 g,134,6.81 g,10.04 g,7.6g
"Seeds, roasted (glandless), cottonseed kernels",100 g,506,32.59 g,21.90 g,36g
"Beef, raw or unheated, breakfast strips, cured",100 g,406,12.50 g,0.70 g,39g
"Salsify, without salt, drained, boiled, cooked",100 g,68,2.73 g,15.36 g,0.2g
"CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup",100 g,47,3.41 g,5.41 g,1.3g
"CAMPBELL'S CHUNKY Soups, Steak 'N' Potato Soup",100 g,49,3.27 g,7.35 g,0.8g
"Soy protein concentrate, produced by acid wash",100 g,328,63.63 g,25.41 g,0.5g
"Tofu, prepared with calcium sulfate, firm, raw",100 g,144,17.27 g,2.78 g,8.7g
"Babyfood, butternut squash and corn, vegetable",100 g,50,2.00 g,9.26 g,0.6g
"Sweet potato, with salt, baked, cooked, frozen",100 g,100,1.71 g,23.40 g,0.1g
"Turkey, raw, meat only, from whole bird, thigh",100 g,108,21.28 g,0.15 g,2.5g
"Spinach, without salt, drained, boiled, cooked",100 g,23,2.97 g,3.75 g,0.3g
"Puddings, prepared with 2% milk, dry mix, rice",100 g,111,3.29 g,20.81 g,1.6g
"Alcoholic beverage, Muscat, white, table, wine",100 g,82,0.07 g,5.23 g,0g
"Taquitos, oven-heated, beef and cheese, frozen",100 g,287,9.40 g,33.46 g,13g
"Turkey, roasted, cooked, dark meat, from whole",100 g,173,27.71 g,0.00 g,6g
"Candies, made with butter, semisweet chocolate",100 g,477,4.20 g,63.40 g,30g
"PIZZA HUT 14"" Sausage Pizza, Hand-Tossed Crust",100 g,287,11.92 g,29.39 g,14g
"DOMINO'S 14"" Sausage Pizza, Crunchy Thin Crust",100 g,319,12.77 g,25.30 g,19g
"Potatoes, unprepared, refrigerated, hash brown",100 g,84,1.75 g,19.16 g,0.1g
"Lotus root, with salt, drained, boiled, cooked",100 g,66,1.58 g,16.02 g,0.1g
"Beans, canned, mature seeds, cranberry (roman)",100 g,83,5.54 g,15.12 g,0.3g
"Beans, canned, mature seeds, all types, kidney",100 g,84,5.22 g,14.50 g,0.6g
"KEEBLER, Original, Fudge Stripes, FUDGE SHOPPE",100 g,500,4.10 g,68.60 g,24g
"Fish, dry heat, cooked, mixed species, whiting",100 g,116,23.48 g,0.00 g,1.7g
"Egg, glucose reduced, stabilized, dried, white",100 g,357,84.08 g,4.51 g,0.3g
"Waffles, ready-to-heat, frozen, chocolate chip",100 g,297,5.80 g,45.68 g,10g
"Beans, sweetened, canned, mature seeds, adzuki",100 g,237,3.80 g,55.01 g,0g
"Turnips, without salt, drained, boiled, cooked",100 g,22,0.71 g,5.06 g,0.1g
"Cabbage, without salt, drained, boiled, cooked",100 g,23,1.27 g,5.51 g,0.1g
"Carrots, drained solids, no salt added, canned",100 g,25,0.64 g,5.54 g,0.2g
"Turkey, raw, meat and skin, wing, retail parts",100 g,202,19.53 g,0.05 g,14g
"CAMPBELL'S Soup on the Go, Vegetable Beef Soup",100 g,20,0.98 g,3.28 g,0.3g
"CAMPBELL'S Soup on the Go, Creamy Chicken Soup",100 g,43,0.98 g,3.28 g,3g
"MOTHER'S, Double Fudge Creme Sandwich Cookies",100 g,457,5.30 g,70.00 g,20g
"Alcoholic beverage, 53 proof, coffee, liqueur",100 g,336,0.10 g,46.80 g,0.3g
"Willow, chopped (Alaska Native), young leaves",100 g,122,6.10 g,20.70 g,1.6g
"Frozen novelties, CREAMSICLE Pops, Sugar Free",100 g,49,1.37 g,11.95 g,2.3g
"Cereals ready-to-eat, GRAPE-NUTS Flakes, POST",100 g,376,9.40 g,82.00 g,3.7g
"Cereals ready-to-eat, GRAPE-NUTS Cereal, POST",100 g,361,11.22 g,80.49 g,1.8g
"Corn, yellow (Northern Plains Indians), dried",100 g,419,14.48 g,66.27 g,11g
"WORTHINGTON Prosage Links, unprepared, frozen",100 g,143,20.20 g,5.00 g,4.7g
"Cereals ready-to-eat, CHEERIOS, GENERAL MILLS",100 g,376,12.09 g,73.23 g,6.7g
"Broadbeans (fava beans), canned, mature seeds",100 g,71,5.47 g,12.41 g,0.2g
"Formulated bar, NUTZ OVER CHOCOLATE, LUNA BAR",100 g,403,20.75 g,52.49 g,12g
"Salad dressing, regular, sesame seed dressing",100 g,443,3.10 g,8.60 g,45g
"Cocoa, plain, hi-fat or breakfast, dry powder",100 g,486,16.80 g,51.39 g,24g
"Peanuts, with salt, boiled, cooked, all types",100 g,318,13.50 g,21.26 g,22g
"Fish, dry heat, cooked, fresh, skipjack, tuna",100 g,132,28.21 g,0.00 g,1.3g
"Turkey, raw, meat and skin, wing, all classes",100 g,197,20.22 g,0.00 g,12g
"Babyfood, junior, bananas with tapioca, fruit",100 g,67,0.40 g,17.80 g,0.2g
"Babyfood, mix vegetables strained, vegetables",100 g,36,1.00 g,8.25 g,0.5g
"Babyfood, junior, vegetables and lamb, dinner",100 g,51,2.10 g,7.10 g,1.7g
"Fish, liver (Alaska Native), broad, whitefish",100 g,104,11.00 g,5.10 g,4.4g
"Alcoholic beverage, 72 proof, creme de menthe",100 g,371,0.00 g,41.60 g,0.3g
"Pear nectar, with added ascorbic acid, canned",100 g,60,0.11 g,15.76 g,0g
"Babyfood, toddler, fruit medley, juice treats",100 g,347,0.00 g,86.68 g,0g
"Potatoes, without salt, flesh and skin, baked",100 g,93,2.50 g,21.15 g,0.1g
CAMPBELL'S Homestyle New England Clam Chowder,100 g,70,2.33 g,5.68 g,4.2g
"Beverages, SPECIAL K Protein Shake, KELLOGG'S",100 g,64,3.20 g,9.20 g,1.6g
"Squash, unprepared, frozen, butternut, winter",100 g,57,1.76 g,14.41 g,0.1g
"Candies, prepared-from-recipe, vanilla, fudge",100 g,383,1.05 g,82.15 g,5.5g
"Alcoholic beverage, 63 proof, coffee, liqueur",100 g,308,0.10 g,32.20 g,0.3g
"Rice, unenriched, cooked, medium-grain, white",100 g,130,2.38 g,28.59 g,0.2g
"Soybeans, without salt, boiled, mature cooked",100 g,172,18.21 g,8.36 g,9g
"Sauce, TUONG OT SRIRACHA, sriracha, hot chile",100 g,79,1.86 g,15.87 g,0.9g
"Chicken, raw, meat only, light meat, roasting",100 g,109,22.20 g,0.00 g,1.6g
"Chicken, roasted, cooked, meat only, roasting",100 g,167,25.01 g,0.00 g,6.6g
"Peppers, solids and liquids, canned, jalapeno",100 g,27,0.92 g,4.74 g,0.9g
"Candies, caramel with nuts, chocolate covered",100 g,470,9.50 g,60.67 g,21g
"Candies, butterscotch, confectioner's coating",100 g,539,2.20 g,67.10 g,29g
"Fish, with skin (Alaska Native), raw, halibut",100 g,116,20.53 g,1.81 g,2.9g
"Fish, dry heat, cooked, Atlantic, ocean perch",100 g,96,18.51 g,0.00 g,1.9g
"Candies, prepared-from-recipe, peanut brittle",100 g,486,7.57 g,71.24 g,19g
"Babyfood, junior, egg yolks and bacon, cereal",100 g,79,2.50 g,6.20 g,5g
"PILLSBURY, dry, Traditional Fudge Brownie Mix",100 g,441,4.80 g,78.30 g,12g
"Borage, without salt, drained, boiled, cooked",100 g,25,2.09 g,3.55 g,0.8g
"Babyfood, strained, banana with mixed berries",100 g,92,1.01 g,21.31 g,0.4g
"Beverages, White Cranberry Peach, OCEAN SPRAY",100 g,45,0.13 g,11.88 g,0g
"Milk, homemade, hot cocoa, chocolate beverage",100 g,77,3.52 g,10.74 g,2.3g
"Tortillas, whole wheat, ready-to-bake or -fry",100 g,310,9.76 g,45.89 g,9.8g
"Candies, SNICKERS CRUNCHER, MARS SNACKFOOD US",100 g,488,6.86 g,62.85 g,24g
"Ground turkey, pan-broiled crumbles, fat free",100 g,151,31.69 g,0.00 g,2.7g
"Cookies, with creme filling, oatmeal sandwich",100 g,398,2.61 g,55.62 g,18g
"Cake, dry mix, german chocolate, pudding-type",100 g,350,4.17 g,81.25 g,3.2g
"KELLOGG'S, Strawberry Strudel, Wafflers, EGGO",100 g,318,5.00 g,50.00 g,11g
"MURRAY, Fudge Dipped Mint Cookies, SUGAR FREE",100 g,481,6.00 g,63.50 g,27g
"Cranberry sauce, OCEAN SPRAY, canned, jellied",100 g,160,1.05 g,40.61 g,0g
"Soup, condensed, canned, vegetarian vegetable",100 g,59,1.72 g,9.78 g,1.6g
"Babyfood, junior, apricot with tapioca, fruit",100 g,63,0.30 g,17.30 g,0g
"Mollusks, liquid, canned, mixed species, clam",100 g,2,0.40 g,0.10 g,0g
Corned beef and potatoes in tortilla (Apache),100 g,224,7.91 g,29.35 g,8.3g
"Babyfood, sweet potatoes strained, vegetables",100 g,57,1.10 g,13.20 g,0.1g
"Salad dressing, low calorie, russian dressing",100 g,141,0.50 g,27.60 g,4g
"Snacks, with vitamin C, pieces, fruit leather",100 g,373,0.10 g,85.20 g,3.5g
"Pears, solids and liquids, water pack, canned",100 g,29,0.19 g,7.81 g,0g
"Pears, solids and liquids, juice pack, canned",100 g,50,0.34 g,12.94 g,0.1g
"Spinach, drained solids, regular pack, canned",100 g,23,2.81 g,3.40 g,0.5g
"KASHI, Frozen Entree, Southwest Style Chicken",100 g,109,5.70 g,17.40 g,1.8g
"PEPPERIDGE FARM, Farmhouse Hearty White Bread",100 g,267,0.01 g,60.16 g,3g
"CAMPBELL'S, High Fiber V8, V8 Vegetable Juice",100 g,25,0.82 g,5.39 g,0g
"Carrots, drained solids, regular pack, canned",100 g,25,0.64 g,5.54 g,0.2g
"Milk substitutes, with lauric acid oil, fluid",100 g,61,1.75 g,6.16 g,3.4g
"CAMPBELL'S, condensed, Chicken with Rice Soup",100 g,68,1.84 g,11.28 g,1.6g
"Chicken, simmered, cooked, all classes, heart",100 g,185,26.41 g,0.10 g,7.9g
"Chicken, simmered, cooked, all classes, liver",100 g,167,24.46 g,0.87 g,6.5g
"Butterbur, with salt, drained, boiled, cooked",100 g,8,0.23 g,2.16 g,0g
"Cereals ready-to-eat, POST Raisin Bran Cereal",100 g,324,7.60 g,78.90 g,1.6g
"Frozen novelties, pineapple-coconut, ice type",100 g,113,0.00 g,23.90 g,2.6g
"Turnip greens and turnips, unprepared, frozen",100 g,21,2.46 g,3.39 g,0.2g
"Vegetables, solids and liquids, canned, mixed",100 g,36,1.42 g,7.13 g,0.3g
"CAMPBELL'S, Low Sodium V8, V8 Vegetable Juice",100 g,21,0.82 g,4.12 g,0g
"CAMPBELL'S, V8 V-Lite, V8 60% Vegetable Juice",100 g,14,0.41 g,2.88 g,0g
"KELLOGG'S, Sea Salt, Cracker Chips, SPECIAL K",100 g,361,6.80 g,75.40 g,7.6g
"Beverages, sugar free, ROCKSTAR, Energy drink",100 g,4,0.25 g,0.70 g,0.1g
"Turkey, roasted, cooked, skin only, young hen",100 g,482,19.03 g,0.00 g,44g
"KELLOGG'S, Garlic and Herb Crackers, ALL-BRAN",100 g,467,8.60 g,63.50 g,20g
"Caribou, dried (Alaska Native), shoulder meat",100 g,271,59.38 g,0.00 g,3.7g
"Fish, drained solids, canned, sockeye, salmon",100 g,167,23.59 g,0.00 g,7.4g
"Arrowhead, with salt, drained, boiled, cooked",100 g,78,4.49 g,16.14 g,0.1g
"Asparagus, with salt, drained, boiled, cooked",100 g,22,2.40 g,4.11 g,0.2g
"Babyfood, toddler, beef with vegetables, meat",100 g,68,3.50 g,8.72 g,2.1g
"Cheese, large or small curd, creamed, cottage",100 g,98,11.12 g,3.38 g,4.3g
"Doughnuts, with jelly filling, yeast-leavened",100 g,340,5.90 g,39.00 g,19g
"Doughnuts, with creme filling, yeast-leavened",100 g,361,6.40 g,30.00 g,25g
"Restaurant, prepared, beef, empanadas, Latino",100 g,335,11.31 g,31.19 g,18g
"Mollusks, moist heat, cooked, Pacific, oyster",100 g,163,18.90 g,9.90 g,4.6g
"Mollusks, moist heat, cooked, common, octopus",100 g,164,29.82 g,4.40 g,2.1g
"Beef, raw, lean only, strip steaks, grass-fed",100 g,117,23.07 g,0.00 g,2.7g
"Babyfood, junior, vegetables and beef, dinner",100 g,77,2.21 g,8.84 g,3.6g
"KEEBLER, Deluxe Grahams Cookies, FUDGE SHOPPE",100 g,511,4.00 g,66.60 g,26g
"KEEBLER, Caramel Filled Cookies, FUDGE SHOPPE",100 g,506,2.90 g,66.70 g,25g
"Cereals ready-to-eat, Oatmeal Squares, QUAKER",100 g,379,11.38 g,77.77 g,4.8g
"Fish, dry heat, cooked, pumpkin seed, sunfish",100 g,114,24.87 g,0.00 g,0.9g
"FAMOUS AMOS, Chocolate Sandwich Creme Cookies",100 g,474,4.30 g,72.30 g,19g
"Shortening, lard and vegetable oil, household",100 g,900,0.00 g,0.00 g,100g
"Shortening industrial, lard and vegetable oil",100 g,900,0.00 g,0.00 g,100g
"Snacks, unsalted, chips, extruded, corn-based",100 g,557,6.60 g,57.40 g,33g
"Frankfurter, boiled, cooked, meat and poultry",100 g,298,10.31 g,4.96 g,26g
"Restaurant, without meat, fried rice, Chinese",100 g,174,4.05 g,32.79 g,3g
"DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",100 g,298,12.33 g,28.18 g,15g
"PIZZA HUT 12"" Cheese Pizza, Hand-Tossed Crust",100 g,271,11.93 g,31.22 g,11g
"Sauce, with salt, bottled, tomato chili sauce",100 g,92,2.50 g,19.79 g,0.3g
"Turkey, roasted, cooked, meat and skin, whole",100 g,189,28.55 g,0.06 g,7.4g
"Squab, raw, light meat without skin, (pigeon)",100 g,134,21.76 g,0.00 g,4.5g
"Tomato products, spanish style, sauce, canned",100 g,33,1.44 g,7.24 g,0.3g
"Babyfood, strained, blueberry yogurt, dessert",100 g,77,0.50 g,17.05 g,0.7g
"Soup, ready-to-serve, chunky, canned, chicken",100 g,71,5.06 g,6.88 g,2.6g
"Nuts, boiled and steamed, european, chestnuts",100 g,131,2.00 g,27.76 g,1.4g
"Cereals ready-to-eat, WHEATIES, GENERAL MILLS",100 g,353,8.30 g,83.30 g,2.3g
"KEEBLER, Coconut Dreams Cookies, FUDGE SHOPPE",100 g,499,3.50 g,61.40 g,28g
"ARCHWAY Home Style Cookies, Strawberry Filled",100 g,400,4.35 g,65.92 g,13g
"Soup, ready-to-serve, canned, lentil with ham",100 g,56,3.74 g,8.16 g,1.1g
"OSCAR MAYER, Ham (chopped with natural juice)",100 g,180,16.30 g,3.65 g,11g
"USDA Commodity, frozen, chicken fajita strips",100 g,135,18.56 g,2.23 g,5.7g
"Seeds, with salt added, sunflower seed butter",100 g,617,17.28 g,23.32 g,55g
"Chokecherries, pitted (Shoshone Bannock), raw",100 g,156,2.89 g,33.88 g,1g
"Nuts, without salt added, oil roasted, pecans",100 g,715,9.20 g,13.01 g,75g
"Nuts, without salt added, dry roasted, pecans",100 g,710,9.50 g,13.55 g,74g
"Babyfood, green beans and potatoes, vegetable",100 g,62,2.20 g,9.00 g,1.9g
"Babyfood, junior, macaroni and cheese, dinner",100 g,61,2.60 g,8.20 g,2g
"Cereals ready-to-eat, fortified, puffed, rice",100 g,402,6.30 g,89.80 g,0.5g
"Pasta, without added salt, unenriched, cooked",100 g,158,5.80 g,30.86 g,0.9g
"Alcoholic Beverage, Barbera, red, table, wine",100 g,85,0.07 g,2.79 g,0g
"Babyfood, fruit filling, fortified cereal bar",100 g,344,5.43 g,68.63 g,5.3g
"McDONALD'S, Bacon Ranch Salad without chicken",100 g,61,4.14 g,4.20 g,3.6g
"VAN'S, Totally Original Pancakes, Gluten Free",100 g,215,3.31 g,40.32 g,4.6g
"JACKSON'S, Old Fashioned Lemon Jumble Cookies",100 g,469,5.70 g,71.70 g,18g
"Babyfood, strained, without vitamin c, prunes",100 g,100,1.00 g,23.52 g,0.2g
"Rutabagas, with salt, drained, boiled, cooked",100 g,30,0.93 g,6.84 g,0.2g
"Oil, contains added sliced flaxseed, flaxseed",100 g,878,0.37 g,0.39 g,99g
"Beverages, high caffeine, limeade, carbonated",100 g,18,0.00 g,4.16 g,0.1g
"Game meat, pan-broiled, cooked, ground, bison",100 g,238,23.77 g,0.00 g,15g
"Mollusks, fried, cooked, mixed species, squid",100 g,175,17.94 g,7.79 g,7.5g
"Fish, regular, (lox), smoked, chinook, salmon",100 g,117,18.28 g,0.00 g,4.3g
"Veal, raw, separable lean only, arm, shoulder",100 g,105,20.04 g,0.00 g,2.2g
"Beverages, without caffeine, cola, carbonated",100 g,41,0.00 g,10.58 g,0g
"Beef, cooked, unspecified fat content, ground",100 g,240,25.07 g,0.62 g,15g
"Babyfood, GERBER GRADUATE YOGURT MELTS, snack",100 g,429,14.29 g,71.43 g,4g
"Lamb, raw, ground lamb, imported, New Zealand",100 g,193,20.33 g,0.00 g,12g
"Snacks, with peanuts, caramel-coated, popcorn",100 g,400,6.40 g,80.70 g,7.8g
"KEEBLER, Oatmeal, Fudge Stripes, FUDGE SHOPPE",100 g,478,5.50 g,66.40 g,24g
"CAMPBELL'S CHUNKY Soups, Chicken Corn Chowder",100 g,82,2.86 g,8.16 g,4.1g
"Nuts, boiled and steamed, japanese, chestnuts",100 g,56,0.82 g,12.64 g,0.2g
"Cake, commercially prepared, boston cream pie",100 g,252,2.40 g,42.90 g,8.5g
"Beverages, citrus flavor, VAULT, Energy drink",100 g,49,0.00 g,12.99 g,0g
"PIZZA HUT 14"" Cheese Pizza, Hand-Tossed Crust",100 g,275,11.98 g,33.42 g,10g
"Peanuts, without salt, oil-roasted, all types",100 g,599,28.03 g,15.26 g,53g
"Peanuts, without salt, dry-roasted, all types",100 g,587,24.35 g,21.26 g,50g
"Onions, without salt, drained, boiled, cooked",100 g,44,1.36 g,10.15 g,0.2g
"Cereals ready-to-eat, RALSTON Crispy Hexagons",100 g,379,5.94 g,86.78 g,1g
"Turkey, raw, meat only, from whole bird, wing",100 g,114,23.66 g,0.14 g,1.5g
"CAMPBELL'S, condensed, Cream of Mushroom Soup",100 g,81,1.29 g,6.59 g,5.5g
"Seeds, dried, pumpkin and squash seed kernels",100 g,559,30.23 g,10.71 g,49g
SILK Vanilla soy yogurt (single serving size),100 g,88,2.94 g,14.71 g,1.8g
"CAMPBELL'S Soup on the Go, Creamy Tomato Soup",100 g,59,0.98 g,9.84 g,1.6g
"Stew, badufsuki (Hopi), pinto bean and hominy",100 g,32,1.42 g,5.38 g,0.5g
"PEPPERIDGE FARM, Raisin Cinnamon Swirl Bread",100 g,286,0.01 g,52.10 g,5g
"Margarine Spread, tub, approximately 48% fat",100 g,424,0.20 g,0.86 g,48g
"VAN'S, Totally Original Waffles, Gluten Free",100 g,248,2.99 g,40.54 g,8.2g
"WORTHINGTON Prime Stakes, unprepared, canned",100 g,135,10.20 g,7.50 g,7.2g
"Cereals ready-to-eat, Honeycomb Cereal, POST",100 g,394,6.01 g,86.63 g,2.9g
"Turkey, raw, meat only, breast, retail parts",100 g,114,23.34 g,0.00 g,2.3g
"Babyfood, strained, vegetable and brown rice",100 g,69,1.90 g,12.10 g,1.5g
"Tomatoes, year round average, raw, ripe, red",100 g,18,0.88 g,3.89 g,0.2g
"Apples, microwave, cooked, without skin, raw",100 g,56,0.28 g,14.41 g,0.4g
"WORTHINGTON Prosage Roll, unprepared, frozen",100 g,261,19.60 g,6.00 g,18g
"Bread, toasted, commercially prepared, white",100 g,290,9.00 g,54.50 g,4g
"ARCHWAY Home Style Cookies, Coconut Macaroon",100 g,460,3.02 g,61.23 g,23g
"SUNSHINE, Parmesan Garlic Crackers, CHEEZ-IT",100 g,503,8.50 g,62.00 g,25g
"Crustaceans, moist heat, cooked, queen, crab",100 g,115,23.72 g,0.00 g,1.5g
"Babyfood, junior, vegetables and ham, dinner",100 g,60,2.02 g,8.64 g,1.9g
"Pork, raw, separable lean and fat, carcass, fresh",100 g,376,13.91 g,0.00 g,35g
"Snacks, sour-cream-and-onion-flavor, potato chips",100 g,531,8.10 g,51.50 g,34g
"Cookies, regular, sugar wafers with creme filling",100 g,502,3.84 g,70.64 g,23g
"Mustard greens, with salt, drained, boiled, cooked",100 g,26,2.56 g,4.51 g,0.5g
"KEEBLER, Peanut Butter, Fudge Sticks, FUDGE SHOPPE",100 g,544,6.80 g,60.00 g,31g
"Figs, solids and liquids, heavy syrup pack, canned",100 g,88,0.38 g,22.90 g,0.1g
"Sauce, canned, immature green, hot, peppers, chili",100 g,20,0.70 g,5.00 g,0.1g
"Rice and vermicelli mix, unprepared, chicken flavor",100 g,358,10.64 g,75.80 g,1.3g
"Soup, ready-to-serve, canned, chunky chicken noodle",100 g,41,3.09 g,4.46 g,1.2g
"Pears, solids and liquids, light syrup pack, canned",100 g,57,0.19 g,15.17 g,0g
"Mollusks, dry heat, cooked, farmed, eastern, oyster",100 g,79,7.00 g,7.28 g,2.1g
"MURRAY, Chocolate Creme Sandwich Cookies, SUGAR FREE",100 g,465,5.30 g,65.90 g,25g
"Stinging Nettles, blanched (Northern Plains Indians)",100 g,42,2.71 g,7.49 g,0.1g
"Beef, raw, seam fat, grass-fed, imported, Australian",100 g,562,9.58 g,1.06 g,58g
"Vitasoy USA, Vitasoy Organic Classic Original Soymilk",100 g,47,3.20 g,4.50 g,1.8g
"Salad dressing, low calorie, blue or roquefort cheese",100 g,99,5.10 g,2.90 g,7.2g
"DOMINO'S 14"" Sausage Pizza, Classic Hand-Tossed Crust",100 g,273,11.08 g,31.84 g,11g
"USDA Commodity, frozen, smoked, dark meat, turkey ham",100 g,118,16.30 g,3.10 g,4g
"KELLOGG'S, Brown Sugar, Waffles, Thick & Fluffy, EGGO",100 g,307,5.80 g,44.50 g,12g
"Mollusks, drained solids, canned, mixed species, clam",100 g,142,24.25 g,5.90 g,1.6g
"Winged beans, with salt, boiled, cooked, mature seeds",100 g,147,10.62 g,14.94 g,5.8g
"Mustard greens, without salt, drained, boiled, cooked",100 g,26,2.56 g,4.51 g,0.5g
"Salad dressing, reduced fat, thousand island dressing",100 g,195,0.83 g,24.06 g,11g
"Potatoes, unprepared, frozen, cross cut, french fried",100 g,193,2.70 g,22.95 g,10g
"Pork, pan-broiled, cooked, 84% lean / 16% fat, ground",100 g,301,27.14 g,0.00 g,21g
"Cornmeal, enriched, plain, bolted, self-rising, white",100 g,334,8.28 g,70.28 g,3.4g
"Wheat flour, unbleached, enriched, all-purpose, white",100 g,364,10.33 g,76.31 g,1g
"Lamb, cooked, subcutaneous fat, imported, New Zealand",100 g,674,5.24 g,0.62 g,72g
"Turkey, bone removed, with skin, cooked, smoked, wing",100 g,221,27.40 g,0.00 g,12g
"KEEBLER, Rainbow Chocolate Chip Cookies, CHIPS DELUXE",100 g,502,5.10 g,65.00 g,26g
"Cereals ready-to-eat, MARSHMALLOW MATEYS, MALT-O-MEAL",100 g,387,6.94 g,82.77 g,3.5g
Campbell's Brown Sugar And Bacon Flavored Baked Beans,100 g,123,3.85 g,23.08 g,1.9g
"Salad dressing, without salt, soybean oil, mayonnaise",100 g,717,1.10 g,2.70 g,79g
"Tortillas, refrigerated, flour, ready-to-bake or -fry",100 g,306,8.20 g,49.38 g,8g
"Gravy, fat free, slow roast, chicken, FRANCO-AMERICAN",100 g,34,1.69 g,6.78 g,0g
"Mothbeans, without salt, boiled, cooked, mature seeds",100 g,117,7.81 g,20.96 g,0.6g
"Tomato products, with herbs and cheese, sauce, canned",100 g,59,2.13 g,10.24 g,1.9g
"Cocoa, processed with alkali, unsweetened, dry powder",100 g,220,18.10 g,58.30 g,13g
"Apricots, stewed, sulfured, dehydrated (low-moisture)",100 g,126,1.93 g,32.62 g,0.2g
"Asparagus, with salt, drained, boiled, cooked, frozen",100 g,18,2.95 g,1.92 g,0.4g
"LOMA LINDA Swiss Stake with Gravy, unprepared, canned",100 g,138,10.20 g,10.40 g,6.2g
"Chicken, raw, meat and skin, back, broilers or fryers",100 g,319,14.05 g,0.00 g,29g
"Sauce, with butter, prepared-from-recipe, thin, white",100 g,72,3.95 g,8.29 g,2.6g
"WORTHINGTON Meatless Chicken Roll, unprepared, frozen",100 g,154,16.10 g,4.30 g,8g
"Cereals ready-to-eat, POST SELECTS Maple Pecan Crunch",100 g,413,8.50 g,77.40 g,8.7g
"USDA Commodity Food, refined, soybean, vegetable, oil",100 g,884,0.00 g,0.00 g,100g
"KEEBLER, bite size, Pecan Shortbread Cookies, SANDIES",100 g,547,5.00 g,58.70 g,33g
"Crackers, with peanut butter filling, sandwich, wheat",100 g,495,13.50 g,53.80 g,27g
